workbook	sheet	physical_row	item	sub_item_1	sub_item_2	indicator	mandatory_source	mandatory_normalized	item_source_ref	item_source_kind	sub1_source_ref	sub1_source_kind	sub2_source_ref	sub2_source_kind	indicator_source_ref	mandatory_source_ref	mandatory_source_kind
01. Checklist 2026_Final - BigWing.xlsx	H1 People	13	BBM, BBC, BBA		Standar Penampilan	"1.Wajah :  
Pria : wajah terlihat segar/tidak berminyak/tidak kusam, kumis/jenggot rapi (max 1cm), tidak berjambang
Wanita :  Rias Wajah menggunakan make up natural sesuai standar (bedak,alis,eye shadow,blush on,lipstik) 

2.Rambut : 
Pria : Rambut Pendek Rapi, tidak menutupi mata dan tidak menyentuh kerah baju dan telinga   
Wanita :  Rambut rapi / tidak menutupi pandangan dan tidak eksentrik 
(pewarnaan rambut harus 1 warna) 

3.Wewangian dan kebersihan: 
Aroma tubuh tidak mengganggu, tangan bersih, kuku tangan bersih, pendek & rapi (pewarnaan kuku harus 1 warna untuk semua jari, warna natural dan tidak nailart)

4. Seragam : 
Menggunakan seragam Big Bike
Atasan : kemeja Big Bike hitam (body fit) 
Bawahan : celana cokelat khaki (slim fit)
untuk penampilan anggun wanita : midi dress Big Bike hitam (slim fit)
Sepatu : menggunakan sepatu pantofel warna hitam, wanita tampilan anggun menggunakan pantofel heel minimal 5 cm (kecuali ibu hamil) warna hitam 

5.Atribut  : 
 - Name Tag Big Wing
- Jam Tangan warna Hitam

6. Aksesories :
Pria : aksesoris tidak berlebihan/ tidak lebih dari 5 titik (ikat pinggang warna hitam, kacamata frame warna hitam, cincin nikah/ gelang/ kalung, kawat gigi)
Wanita : aksesoris tidak berlebihan/ tidak lebih dari 7 titik (anting/ bros untuk yang berhijab, jam tangan warna hitam, kacamata frame warna hitam, cincin nikah, gelang, kalung, kawat gigi)"			B13	DIRECT	C13	SOURCE_BLANK	D13	DIRECT	E13	F13	SOURCE_BLANK
01. Checklist 2026_Final - BigWing.xlsx	H1 People	14	BBM		Qualified BBM	"1. Verifikasi Big Bike Manager
Mengacu pada juklak AHM berdasarkan form verifikasi Big Bike Manager dengan nilai minimal 85 point.

Penjelasan poin verifikasi :
- Memiliki Leadership
- Mampu mengendarai motor Big Bike
- Memiliki passion di dunia Big Bike
- Tertarik dunia otomotif, terutama Big Bike
- Tertarik dan aktif komunitas Big Bike
- Aktif media sosial
- Paham modifikasi
- Mampu menjual aksesoris dan apparel

Apabila Nilai Verifikasi sudah 85 atau lebih, assessor dapat melakukan crosscheck untuk ke-6 poin di atas.

Contoh Form Verifikasi dapat dilihat pada Google Drive NOS

* Exist Good : Nilai Big Bike Manager ≥ 85
* Not Exist : Nilai Big Bike Manager < 85"			B14	DIRECT	C14	SOURCE_BLANK	D14	DIRECT	E14	F14	SOURCE_BLANK
01. Checklist 2026_Final - BigWing.xlsx	H1 People	15	BBM		Qualified BBM	"3. Product Knowledge
Mengacu pada hasil Mystery Calling AHM terkait Product Knowledge Test Bike ke Big Bike Manager dengan nilai minimal 85 point

* Exist Good : Nilai Big Bike Manager ≥ 85
* Not Exist : Nilai Big Bike Manager < 85
* Notes : Jika belum ada Product Knowledge Test Calling, diambil nilai Post Test TFT yang paling terakhir."			B15	DIRECT	C15	SOURCE_BLANK	D15	DIRECT	E15	F15	SOURCE_BLANK
01. Checklist 2026_Final - BigWing.xlsx	H1 People	16	BBM		Sales Tools	"Memiliki sales tools berupa :
1. Aplikasi MyHero (berhasil Login)

Ketika menjelaskan ke konsumen di utamakan menggunakan aplikasi MyHero (digital) "			B16	DIRECT	C16	SOURCE_BLANK	D16	DIRECT	E16	F16	SOURCE_BLANK
01. Checklist 2026_Final - BigWing.xlsx	H1 People	17	BBC		Training	"Sudah melakukan training (dengan masa kerja) :
a. Big Wing Sales People Training (0 bulan)
 (Brain, Beauty, and Behavior, Communication & Etiquette)

* Exist Good : Big Bike Manager sudah training
* Not Exist : Big Bike Manager belum Training"			B17	DIRECT	C17	SOURCE_BLANK	D17	DIRECT	E17	F17	SOURCE_BLANK
01. Checklist 2026_Final - BigWing.xlsx	H1 People	18	BBC		Training	"b. SFT - Product Knowledge (All Big Bike Product Launched)

* Exist Good : Big Bike Consultant sudah training
* Not Exist : Big Bike Consultant belum Training"			B18	DIRECT	C18	SOURCE_BLANK	D18	DIRECT	E18	F18	SOURCE_BLANK
01. Checklist 2026_Final - BigWing.xlsx	H1 People	19	BBC		Qualified BBC	"1. Verifikasi Big Bike Consultant
Mengacu pada juklak AHM berdasarkan form verifikasi Big Bike Consultant dengan nilai minimal 85 point.

Penjelasan poin verifikasi :
- Mampu mengendarai motor Big Bike
- Komunikatif
- Tertarik dunia otomotif, terutama Big Bike
- Tertarik dan aktif komunitas Big Bike
- Aktif media sosial
- Paham modifikasi
- Mampu menjual aksesoris dan apparel

Apabila Nilai Verifikasi sudah 85 atau lebih, assessor dapat melakukan crosscheck untuk ke-6 poin di atas.

Contoh Form Verifikasi dapat dilihat pada Google Drive NOS

* Exist Good : Nilai Big Bike Consultant ≥ 85
* Not Exist : Nilai Big Bike Consultant < 85"			B19	DIRECT	C19	SOURCE_BLANK	D19	DIRECT	E19	F19	SOURCE_BLANK
01. Checklist 2026_Final - BigWing.xlsx	H1 People	20	BBC		Qualified BBC	"3. Product Knowledge
Mengacu pada hasil Mystery Calling AHM terkait Product Knowledge Test Bike ke Big Bike Manager dengan nilai minimal 85 point

* Exist Good : Nilai Big Bike Manager ≥ 85
* Not Exist : Nilai Big Bike Manager < 85
* Notes : Jika belum ada Product Knowledge Test Calling, diambil nilai Post Test TFT yang paling terakhir."			B20	DIRECT	C20	SOURCE_BLANK	D20	DIRECT	E20	F20	SOURCE_BLANK
01. Checklist 2026_Final - BigWing.xlsx	H1 People	21	BBC		Sales Tools	"Memiliki sales tools berupa :
1. Aplikasi MyHero (berhasil Login)

Ketika menjelaskan ke konsumen di utamakan menggunakan aplikasi MyHero (digital) "			B21	DIRECT	C21	SOURCE_BLANK	D21	DIRECT	E21	F21	SOURCE_BLANK
01. Checklist 2026_Final - BigWing.xlsx	H1 People	22	BBA		Training	"Sudah melakukan training (dengan masa kerja) :
a. Big Wing Sales People Training (0 bulan)
 (Brain, Beauty, and Behavior, Communication & Etiquette)

* Exist Good : Big Bike Manager sudah training
* Not Exist : Big Bike Manager belum Training"			B22	DIRECT	C22	SOURCE_BLANK	D22	DIRECT	E22	F22	SOURCE_BLANK
01. Checklist 2026_Final - BigWing.xlsx	H1 People	23	BBA		Training	"b. SFT - Product Knowledge (All Big Bike Product Launched)

* Exist Good : Big Bike Assistant sudah training
* Not Exist : Big Bike Assistant belum Training"			B23	DIRECT	C23	SOURCE_BLANK	D23	DIRECT	E23	F23	SOURCE_BLANK
01. Checklist 2026_Final - BigWing.xlsx	H1 People	24	BBA		Qualified BBA	"1. Verifikasi Big Bike Assistant
Mengacu pada juklak AHM berdasarkan form verifikasi Big Bike Assistant dengan nilai minimal 85 point.

Penjelasan poin verifikasi :
- Wanita
- Easy Going dan Komunikatif
- Tertarik dunia otomotif, terutama Big Bike
- Tertarik dan aktif komunitas

Apabila Nilai Verifikasi sudah 85 atau lebih, assessor dapat melakukan crosscheck untuk ke-6 poin di atas.

Contoh Form Verifikasi dapat dilihat pada Google Drive NOS

* Exist Good : Nilai Big Bike Assistant ≥ 85
* Not Exist : Nilai Big Bike Assistant < 85"			B24	DIRECT	C24	SOURCE_BLANK	D24	DIRECT	E24	F24	SOURCE_BLANK
01. Checklist 2026_Final - BigWing.xlsx	H1 People	25	BBA		Qualified BBA	"1. Menanyakan kebutuhan konsumen
2. Mampu memberikan beberapa pilihan rekomendasi produk  min. 2-3 (sesuai kebutuhan konsumen)
3. Dapat menjelaskan konsep/design/fitur produk sesuai kebutuhan konsumen menggunakan metode Power of 3, CFA, SPWA

Alternatif Tipe Produk : Premium Product"			B25	DIRECT	C25	SOURCE_BLANK	D25	DIRECT	E25	F25	SOURCE_BLANK
01. Checklist 2026_Final - BigWing.xlsx	H1 People	26	BBA		Sales Tools	"Memiliki sales tools berupa :
1. Aplikasi MyHero (berhasil Login)

Ketika menjelaskan ke konsumen di utamakan menggunakan aplikasi MyHero (digital) "			B26	DIRECT	C26	SOURCE_BLANK	D26	DIRECT	E26	F26	SOURCE_BLANK
01. Checklist 2026_Final - BigWing.xlsx	H1 People	27	Wing Sales People		Training	"Sudah melakukan training (dengan masa kerja) :
a. Wing Sales People Training (Wajib dilakukan pada usia kerja >= 1 bulan)

* Exist Good :   jika status lulus training di Dealer 91%-100%
* Exist Not Good : jika status lulus training di Dealer 61% - 90%
* Not Exist : jika status lulus training di Dealer 0% - 60%
* N/A : Apabila masa kerja belum memenuhi
Note : Sudah lulus training (Nilai >= 80)"			B27	DIRECT	C27	SOURCE_BLANK	D27	DIRECT	E27	F27	SOURCE_BLANK
01. Checklist 2026_Final - BigWing.xlsx	H1 People	28	Wing Sales People		Training	"b. SFT - Product Knowledge (All Product Launched)

* Exist Good :   Sudah lulus training (Nilai >= 70)
* Not Exist :   Belum lulus Training"			B28	DIRECT	C28	SOURCE_BLANK	D28	DIRECT	E28	F28	SOURCE_BLANK
01. Checklist 2026_Final - BigWing.xlsx	H1 People	29	Wing Sales People, Coodinator Salesman, Salesman, Admin H1/STNK, Cashier		Standard Penampilan	"1.Wajah :  
Pria : wajah terlihat segar/tidak berminyak/tidak kusam, kumis/jenggot rapi (max 1cm), tidak berjambang
Wanita :  Rias Wajah menggunakan make up natural sesuai standar (bedak,alis,eye shadow,blush on,lipstik) 
2.Rambut : 
Pria : Rambut Pendek Rapi, tidak menutupi mata dan tidak menyentuh kerah baju dan telinga   
Wanita :  Rambut rapi / tidak menutupi pandangan dan tidak eksentrik 
(pewarnaan rambut harus 1 warna) 
3.Wewangian dan kebersihan: 
Aroma tubuh tidak mengganggu, tangan bersih, kuku tangan bersih, pendek & rapi (pewarnaan kuku harus 1 warna untuk semua jari, warna natural dan tidak nailart)
4. Seragam, ketentuan:
Pria
Senin 
Atasan : kemeja seragam Honda kerah merah
Bawahan : celana bahan hitam
Sepatu : sepatu pantofel / sneakers warna hitam
Selasa
Atasan : kemeja seragam Honda kerah putih
Bawahan : celana bahan hitam
Sepatu : sepatu pantofel/ sneakers warna hitam
Rabu Setelan Seragam 
Atasan : kemeja seragam Honda kerah merah
Bawahan : celana bahan hitam
Sepatu : sepatu pantofel / sneakers warna hitam
Rabu Setelan Apparel   (OPTIONAL)
Atasan : Apparel
Bawahan : Celana chino senada atasan
Sepatu : sneakers warna hitam / putih
Kamis Setelan Seragam
Atasan : kemeja seragam Honda kerah putih
Bawahan : celana bahan hitam
Sepatu : sepatu pantofel / sneakers warna hitam
Kamis Setelan Apparel   (OPTIONAL)
Atasan : Apparel
Bawahan : Celana chino senada atasan
Sepatu : sneakers warna hitam / putih
Jumat
Atasan : batik Dealer / pakaian khas daerah
Bawahan : celana bahan / chino warna senada atasan
Sepatu : sneakers hitam / putih/ warna senada pakaian
Sabtu & Minggu (atau saat event)
Atasan : polo shirt / kaos Dealer
Bawahan : celana jeans (tidak belel dan sobek-sobek) / chino warna senada atasan
Sepatu : sneakers hitam/ putih / warna senada pakaian
Wanita
Senin 
Atasan : kemeja seragam Honda kerah merah
Bawahan : celana bahan hitam/rok hitam
Sepatu : pantofel heel minimum 5 cm (kecuali wanita hamil) / sneakers warna hitam
Selasa
Atasan : kemeja seragam Honda kerah putih
Bawahan : celana bahan hitam/rok hitam
Sepatu : pantofel heel minimum 5 cm (kecuali wanita hamil) / sneakers warna hitam
Rabu Setelan Seragam
Atasan : kemeja seragam Honda kerah merah
Bawahan : celana bahan hitam/rok hitam
Sepatu : sepatu pantofel / sneakers warna hitam
Rabu Setelan Apparel
Atasan : Apparel
Bawahan : Celana chino senada atasan
Sepatu : sneakers warna hitam / putih
Kamis Setelan Seragam
Atasan : kemeja seragam Honda kerah putih
Bawahan : celana bahan hitam/rok hitam
Sepatu : sepatu pantofel / sneakers warna hitam
Kamis Setelan Apparel
Atasan : Apparel
Bawahan : Celana chino senada atasan
Sepatu : sneakers warna hitam / putih
Jumat
Atasan : batik Dealer / pakaian khas daerah
Bawahan : celana bahan / chino warna senada atasan
Sepatu : sneakers hitam / putih/ warna senada pakaian
Sabtu & Minggu (atau saat event)
Atasan : polo shirt / kaos Dealer
Bawahan : celana jeans (tidak belel dan sobek-sobek) / chino warna senada atasan
Sepatu : sneakers hitam/ putih / warna senada pakaian
5.Atribut  : 
- ID card FLP 
- Tali ID card Honda merah 
- Pin One HEART di dada kiri
- Jam Tangan warna Hitam
6. Aksesories :
Pria : aksesoris tidak berlebihan/ tidak lebih dari 5 titik (ikat pinggang warna hitam, kacamata frame warna hitam, cincin nikah/ gelang/ kalung, kawat gigi)
Wanita : aksesoris tidak berlebihan/ tidak lebih dari 7 titik (anting/ bros untuk yang berhijab, jam tangan warna hitam, kacamata frame warna hitam, cincin nikah, gelang, kalung, kawat gigi)"			B29	DIRECT	C29	SOURCE_BLANK	D29	DIRECT	E29	F29	SOURCE_BLANK
01. Checklist 2026_Final - BigWing.xlsx	H1 People	30	Wing Sales People		Sales Tools	"Memiliki sales tools berupa :
1. Aplikasi MyHero (berhasil Login)
Ketika menjelaskan ke konsumen di utamakan menggunakan aplikasi MyHero (digital) 

Exist Done : ketika salespeople dapat login ke my hero
Exist Not Good : sales people tidak termasuk frequent user My Hero
Not Exist : jika tidak memiliki applikasi my hero"			B30	DIRECT	C30	SOURCE_BLANK	D30	DIRECT	E30	F30	SOURCE_BLANK
01. Checklist 2026_Final - BigWing.xlsx	H1 People	31	Coordinator Sales Counter		Training	"a. SFT - Product Knowledge (All Product Launched)

* Exist Good :   Sudah lulus training (Nilai >= 70)
* Not Exist :   Belum lulus Training
"			B31	DIRECT	C31	SOURCE_BLANK	D31	DIRECT	E31	F31	SOURCE_BLANK
01. Checklist 2026_Final - BigWing.xlsx	H1 People	32	Coordinator Sales Counter  & Sales Counter		Standard Penampilan	"1.Wajah :  
Pria : wajah terlihat segar/tidak berminyak/tidak kusam, kumis/jenggot rapi (max 1cm), tidak berjambang
Wanita :  Rias Wajah menggunakan make up natural sesuai standar (bedak,alis,eye shadow,blush on,lipstik) 
2.Rambut : 
Pria : Rambut Pendek Rapi, tidak menutupi mata dan tidak menyentuh kerah baju dan telinga   
Wanita :  Rambut rapi / tidak menutupi pandangan dan tidak eksentrik 
(pewarnaan rambut harus 1 warna) 
3.Wewangian dan kebersihan: 
Aroma tubuh tidak mengganggu, tangan bersih, kuku tangan bersih, pendek & rapi (pewarnaan kuku harus 1 warna untuk semua jari, warna natural dan tidak nailart)
4. Seragam, ketentuan:
Pria
Senin 
Atasan : kemeja seragam Honda kerah merah
Bawahan : celana bahan hitam
Sepatu : sepatu pantofel / sneakers warna hitam
Selasa
Atasan : kemeja seragam Honda kerah putih
Bawahan : celana bahan hitam
Sepatu : sepatu pantofel/ sneakers warna hitam
Rabu Setelan Apparel 
Atasan : Apparel
Bawahan : Celana chino senada atasan
Sepatu : sneakers warna hitam / putih
Kamis Setelan Apparel 
Atasan : Apparel
Bawahan : Celana chino senada atasan
Sepatu : sneakers warna hitam / putih
Jumat
Atasan : batik Dealer / pakaian khas daerah
Bawahan : celana bahan / chino warna senada atasan
Sepatu : sneakers hitam / putih/ warna senada pakaian
Sabtu & Minggu (atau saat event)
Atasan : polo shirt / kaos Dealer
Bawahan : celana jeans (tidak belel dan sobek-sobek) / chino warna senada atasan
Sepatu : sneakers hitam/ putih / warna senada pakaian
Wanita
Senin 
Atasan : kemeja seragam Honda kerah merah
Bawahan : celana bahan hitam/rok hitam
Sepatu : pantofel heel minimum 5 cm (kecuali wanita hamil) / sneakers warna hitam
Selasa
Atasan : kemeja seragam Honda kerah putih
Bawahan : celana bahan hitam/rok hitam
Sepatu : pantofel heel minimum 5 cm (kecuali wanita hamil) / sneakers warna hitam
Rabu Setelan Apparel
Atasan : Apparel
Bawahan : Celana chino senada atasan
Sepatu : sneakers warna hitam / putih
Kamis Setelan Apparel
Atasan : Apparel
Bawahan : Celana chino senada atasan
Sepatu : sneakers warna hitam / putih
Jumat
Atasan : batik Dealer / pakaian khas daerah
Bawahan : celana bahan / chino warna senada atasan
Sepatu : sneakers hitam / putih/ warna senada pakaian
Sabtu & Minggu (atau saat event)
Atasan : polo shirt / kaos Dealer
Bawahan : celana jeans (tidak belel dan sobek-sobek) / chino warna senada atasan
Sepatu : sneakers hitam/ putih / warna senada pakaian
5.Atribut  : 
- ID card FLP 
- Tali ID card Honda merah 
- Pin One HEART di dada kiri
- HES menggunakan Pin khusus EV
6. Aksesories :
Pria : aksesoris tidak berlebihan/ tidak lebih dari 5 titik (jam tangan warna hitam, ikat pinggang warna hitam, kacamata frame warna hitam, cincin nikah/ gelang/ kalung, kawat gigi)
Wanita : aksesoris tidak berlebihan/ tidak lebih dari 7 titik (anting/ bros untuk yang berhijab, jam tangan warna hitam, kacamata frame warna hitam, cincin nikah, gelang, kalung, kawat gigi)"			B32	DIRECT	C32	SOURCE_BLANK	D32	DIRECT	E32	F32	SOURCE_BLANK
01. Checklist 2026_Final - BigWing.xlsx	H1 People	33	Coordinator Sales Counter		Sales Tools	"Memiliki sales tools berupa :
 1. Aplikasi MyHero (berhasil Login)
 
 Ketika menjelaskan ke konsumen di utamakan menggunakan aplikasi MyHero (digital) 
 
 exist done : ketika semua sales tools lengkap 
 Exist Not Good : Sales people tidak termasuk frequent user My Hero
 not exist : jika tidak memiliki sales tools / my hero"			B33	DIRECT	C33	SOURCE_BLANK	D33	DIRECT	E33	F33	SOURCE_BLANK
01. Checklist 2026_Final - BigWing.xlsx	H1 People	34	Sales Counter		Training	"a. SFT - Product Knowledge (All Product Launched)

* Exist Good :   Sudah lulus training (Nilai >= 70)
* Not Exist :   Belum lulus Training
"			B34	DIRECT	C34	SOURCE_BLANK	D34	DIRECT	E34	F34	SOURCE_BLANK
01. Checklist 2026_Final - BigWing.xlsx	H1 People	35	Coordinator Sales Man		Training	"a. SFT - Product Knowledge (All Product Launched)

* Exist Good :   Sudah lulus training (Nilai >= 70)
* Not Exist :   Belum lulus Training
"			B35	DIRECT	C35	SOURCE_BLANK	D35	DIRECT	E35	F35	SOURCE_BLANK
01. Checklist 2026_Final - BigWing.xlsx	H1 People	36	Coordinator Sales Man		Sales Tools	"Memiliki sales tools berupa :
1. Aplikasi MyHero (berhasil Login)

Ketika menjelaskan ke konsumen di utamakan menggunakan aplikasi MyHero (digital) 

exist done : ketika semua sales tools lengkap 
Exist Not Good : Sales people tidak termasuk frequent user My Hero
not exist : jika tidak memiliki sales tools / my hero"			B36	DIRECT	C36	SOURCE_BLANK	D36	DIRECT	E36	F36	SOURCE_BLANK
01. Checklist 2026_Final - BigWing.xlsx	H1 People	37	Sales Man		Training	"a. SFT - Product Knowledge (All Product Launched)

* Exist Good :   Sudah lulus training (Nilai >= 70)
* Not Exist :   Belum lulus Training
"			B37	DIRECT	C37	SOURCE_BLANK	D37	DIRECT	E37	F37	SOURCE_BLANK
01. Checklist 2026_Final - BigWing.xlsx	H1 People	38	Sales Man		Sales Tools	"Memiliki sales tools berupa :
1. Aplikasi MyHero (berhasil Login)

Ketika menjelaskan ke konsumen di utamakan menggunakan aplikasi MyHero (digital) 

exist done : ketika semua sales tools lengkap 
Exist Not Good : Sales people tidak termasuk frequent user My Hero
not exist : jika tidak memiliki sales tools / my hero"			B38	DIRECT	C38	SOURCE_BLANK	D38	DIRECT	E38	F38	SOURCE_BLANK
01. Checklist 2026_Final - BigWing.xlsx	H1 People	39	PIC CRM		Qualified	Bisa mengoperasikan NMS, Tools CRM & Software pendukung (seperti Ms. Excel)			B39	DIRECT	C39	SOURCE_BLANK	D39	DIRECT	E39	F39	SOURCE_BLANK
01. Checklist 2026_Final - BigWing.xlsx	H1 People	40	Admin CRM H1		Standard Penampilan	"1.Wajah :  
Pria : wajah terlihat segar/tidak berminyak/tidak kusam, kumis/jenggot rapi (max 1cm), tidak berjambang
Wanita :  Rias Wajah menggunakan make up natural sesuai standar (bedak,alis,eye shadow,blush on,lipstik) 

2.Rambut : 
Pria : Rambut Pendek Rapi, tidak menutupi mata dan tidak menyentuh kerah baju dan telinga   
Wanita :  Rambut rapi / tidak menutupi pandangan dan tidak eksentrik 
(pewarnaan rambut harus 1 warna) 

3.Wewangian dan kebersihan: 
Aroma tubuh tidak mengganggu, tangan bersih, kuku tangan bersih, pendek & rapi (pewarnaan kuku harus 1 warna untuk semua jari, warna natural dan tidak nailart)"			B40	DIRECT	C40	SOURCE_BLANK	D40	DIRECT	E40	F40	SOURCE_BLANK
01. Checklist 2026_Final - BigWing.xlsx	H1 People	41	Security		Standard Penampilan	"1.Wajah :  
Pria : wajah terlihat segar/tidak berminyak/tidak kusam, kumis/jenggot rapi (max 1cm), tidak berjambang
Wanita :  Rias Wajah menggunakan make up natural sesuai standar (bedak,alis,eye shadow,blush on,lipstik) 
2.Rambut : 
Pria : Rambut Pendek Rapi, tidak menutupi mata dan tidak menyentuh kerah baju dan telinga   
Wanita :  Rambut rapi / tidak menutupi pandangan dan tidak eksentrik 
(pewarnaan rambut harus 1 warna) 
3.Wewangian dan kebersihan: 
Aroma tubuh tidak mengganggu, tangan bersih, kuku tangan bersih, pendek & rapi (pewarnaan kuku harus 1 warna untuk semua jari, warna natural dan tidak nailart)
4. Seragam & Sepatu : 
Ketentuan :
 Sesuai dengan aturan Polda setempat
5.Atribut  : 
- ID card FLP 
- Tali ID card Honda merah 
- Pin One HEART di bagian dada (kanan / kiri di bagian yang kosong)
- Jam Tangan warna Hitam
6. Aksesories :
Pria : aksesoris tidak berlebihan/ tidak lebih dari 5 titik (ikat pinggang warna hitam, kacamata frame warna hitam, cincin nikah/ gelang/ kalung, kawat gigi)
Wanita : aksesoris tidak berlebihan/ tidak lebih dari 7 titik (anting/ bros untuk yang berhijab, jam tangan warna hitam, kacamata frame warna hitam, cincin nikah, gelang, kalung, kawat gigi)"			B41	DIRECT	C41	SOURCE_BLANK	D41	DIRECT	E41	F41	SOURCE_BLANK
